
SENTENCE|WORD|POS|NER|SUBJECT|PREDICATE|OBJECT 
Creating a trade show involves the design for the trade show, including professional services ranging from selection of a theme and a slogan to location and duration.|a|DT|O|design|Creating|trade show
Creating a trade show involves the design for the trade show, including professional services ranging from selection of a theme and a slogan to location and duration.|trade|NN|O|design|Creating|trade show
Creating a trade show involves the design for the trade show, including professional services ranging from selection of a theme and a slogan to location and duration.|show|NN|O|design|Creating|trade show
Creating a trade show involves the design for the trade show, including professional services ranging from selection of a theme and a slogan to location and duration.|involves|VBZ|O|design|Creating|trade show
Creating a trade show involves the design for the trade show, including professional services ranging from selection of a theme and a slogan to location and duration.|the|DT|O|design|Creating|trade show
Creating a trade show involves the design for the trade show, including professional services ranging from selection of a theme and a slogan to location and duration.|design|NN|O|design|Creating|trade show
Creating a trade show involves the design for the trade show, including professional services ranging from selection of a theme and a slogan to location and duration.|for|IN|O|design|Creating|trade show
Creating a trade show involves the design for the trade show, including professional services ranging from selection of a theme and a slogan to location and duration.|the|DT|O|design|Creating|trade show
Creating a trade show involves the design for the trade show, including professional services ranging from selection of a theme and a slogan to location and duration.|trade|NN|O|design|Creating|trade show
Creating a trade show involves the design for the trade show, including professional services ranging from selection of a theme and a slogan to location and duration.|show|NN|O|design|Creating|trade show
Creating a trade show involves the design for the trade show, including professional services ranging from selection of a theme and a slogan to location and duration.|,|,|O|design|Creating|trade show
Creating a trade show involves the design for the trade show, including professional services ranging from selection of a theme and a slogan to location and duration.|including|VBG|O|design|Creating|trade show
Creating a trade show involves the design for the trade show, including professional services ranging from selection of a theme and a slogan to location and duration.|professional|JJ|O|design|Creating|trade show
Creating a trade show involves the design for the trade show, including professional services ranging from selection of a theme and a slogan to location and duration.|services|NNS|O|design|Creating|trade show
Creating a trade show involves the design for the trade show, including professional services ranging from selection of a theme and a slogan to location and duration.|ranging|VBG|O|design|Creating|trade show
Creating a trade show involves the design for the trade show, including professional services ranging from selection of a theme and a slogan to location and duration.|from|IN|O|design|Creating|trade show
Creating a trade show involves the design for the trade show, including professional services ranging from selection of a theme and a slogan to location and duration.|selection|NN|O|design|Creating|trade show
Creating a trade show involves the design for the trade show, including professional services ranging from selection of a theme and a slogan to location and duration.|of|IN|O|design|Creating|trade show
Creating a trade show involves the design for the trade show, including professional services ranging from selection of a theme and a slogan to location and duration.|a|DT|O|design|Creating|trade show
Creating a trade show involves the design for the trade show, including professional services ranging from selection of a theme and a slogan to location and duration.|theme|NN|O|design|Creating|trade show
Creating a trade show involves the design for the trade show, including professional services ranging from selection of a theme and a slogan to location and duration.|and|CC|O|design|Creating|trade show
Creating a trade show involves the design for the trade show, including professional services ranging from selection of a theme and a slogan to location and duration.|a|DT|O|design|Creating|trade show
Creating a trade show involves the design for the trade show, including professional services ranging from selection of a theme and a slogan to location and duration.|slogan|NN|O|design|Creating|trade show
Creating a trade show involves the design for the trade show, including professional services ranging from selection of a theme and a slogan to location and duration.|to|TO|O|design|Creating|trade show
Creating a trade show involves the design for the trade show, including professional services ranging from selection of a theme and a slogan to location and duration.|location|NN|O|design|Creating|trade show
Creating a trade show involves the design for the trade show, including professional services ranging from selection of a theme and a slogan to location and duration.|and|CC|O|design|Creating|trade show
Creating a trade show involves the design for the trade show, including professional services ranging from selection of a theme and a slogan to location and duration.|duration|NN|O|design|Creating|trade show
Creating a trade show involves the design for the trade show, including professional services ranging from selection of a theme and a slogan to location and duration.|.|.|O|design|Creating|trade show

 ----------

SENTENCE|WORD|POS|NER|SUBJECT|PREDICATE|OBJECT 
Promoting a trade show includes advertisement activities.|Promoting|VBG|O|advertisement activities|Promoting|trade show
Promoting a trade show includes advertisement activities.|a|DT|O|advertisement activities|Promoting|trade show
Promoting a trade show includes advertisement activities.|trade|NN|O|advertisement activities|Promoting|trade show
Promoting a trade show includes advertisement activities.|show|NN|O|advertisement activities|Promoting|trade show
Promoting a trade show includes advertisement activities.|includes|VBZ|O|advertisement activities|Promoting|trade show
Promoting a trade show includes advertisement activities.|advertisement|NN|O|advertisement activities|Promoting|trade show
Promoting a trade show includes advertisement activities.|activities|NNS|O|advertisement activities|Promoting|trade show
Promoting a trade show includes advertisement activities.|.|.|O|advertisement activities|Promoting|trade show

 ----------
SENTENCE|WORD|POS|NER|SUBJECT|PREDICATE|OBJECT 
Promoting a trade show includes advertisement activities.|Promoting|VBG|O|advertisement activities|Promoting|trade show
Promoting a trade show includes advertisement activities.|a|DT|O|advertisement activities|Promoting|trade show
Promoting a trade show includes advertisement activities.|trade|NN|O|advertisement activities|Promoting|trade show
Promoting a trade show includes advertisement activities.|show|NN|O|advertisement activities|Promoting|trade show
Promoting a trade show includes advertisement activities.|includes|VBZ|O|advertisement activities|Promoting|trade show
Promoting a trade show includes advertisement activities.|advertisement|NN|O|advertisement activities|Promoting|trade show
Promoting a trade show includes advertisement activities.|activities|NNS|O|advertisement activities|Promoting|trade show
Promoting a trade show includes advertisement activities.|.|.|O|advertisement activities|Promoting|trade show

 ----------
SENTENCE|WORD|POS|NER|SUBJECT|PREDICATE|OBJECT 
Promoting a trade show includes advertisement activities.|Promoting|VBG|O|advertisement activities|Promoting|trade show
Promoting a trade show includes advertisement activities.|a|DT|O|advertisement activities|Promoting|trade show
Promoting a trade show includes advertisement activities.|trade|NN|O|advertisement activities|Promoting|trade show
Promoting a trade show includes advertisement activities.|show|NN|O|advertisement activities|Promoting|trade show
Promoting a trade show includes advertisement activities.|includes|VBZ|O|advertisement activities|Promoting|trade show
Promoting a trade show includes advertisement activities.|advertisement|NN|O|advertisement activities|Promoting|trade show
Promoting a trade show includes advertisement activities.|activities|NNS|O|advertisement activities|Promoting|trade show
Promoting a trade show includes advertisement activities.|.|.|O|advertisement activities|Promoting|trade show

 ----------
SENTENCE|WORD|POS|NER|SUBJECT|PREDICATE|OBJECT 
Promoting a trade show includes advertisement activities.|Promoting|VBG|O|advertisement activities|Promoting|trade show
Promoting a trade show includes advertisement activities.|a|DT|O|advertisement activities|Promoting|trade show
Promoting a trade show includes advertisement activities.|trade|NN|O|advertisement activities|Promoting|trade show
Promoting a trade show includes advertisement activities.|show|NN|O|advertisement activities|Promoting|trade show
Promoting a trade show includes advertisement activities.|includes|VBZ|O|advertisement activities|Promoting|trade show
Promoting a trade show includes advertisement activities.|advertisement|NN|O|advertisement activities|Promoting|trade show
Promoting a trade show includes advertisement activities.|activities|NNS|O|advertisement activities|Promoting|trade show
Promoting a trade show includes advertisement activities.|.|.|O|advertisement activities|Promoting|trade show

 ----------
SENTENCE|WORD|POS|NER|SUBJECT|PREDICATE|OBJECT 
Promoting a trade show includes advertisement activities.|Promoting|VBG|O|advertisement activities|Promoting|trade show
Promoting a trade show includes advertisement activities.|a|DT|O|advertisement activities|Promoting|trade show
Promoting a trade show includes advertisement activities.|trade|NN|O|advertisement activities|Promoting|trade show
Promoting a trade show includes advertisement activities.|show|NN|O|advertisement activities|Promoting|trade show
Promoting a trade show includes advertisement activities.|includes|VBZ|O|advertisement activities|Promoting|trade show
Promoting a trade show includes advertisement activities.|advertisement|NN|O|advertisement activities|Promoting|trade show
Promoting a trade show includes advertisement activities.|activities|NNS|O|advertisement activities|Promoting|trade show
Promoting a trade show includes advertisement activities.|.|.|O|advertisement activities|Promoting|trade show

 ----------

SENTENCE|WORD|POS|NER|SUBJECT|PREDICATE|OBJECT 
The NTSS creates an account for each customer to record service charges, payments received, and maintain the account balances.|The|DT|O|NTSS|maintain|account balances
The NTSS creates an account for each customer to record service charges, payments received, and maintain the account balances.|The|DT|O|customer|record|service charges
The NTSS creates an account for each customer to record service charges, payments received, and maintain the account balances.|NTSS|NN|ORGANIZATION|NTSS|maintain|account balances
The NTSS creates an account for each customer to record service charges, payments received, and maintain the account balances.|NTSS|NN|ORGANIZATION|customer|record|service charges
The NTSS creates an account for each customer to record service charges, payments received, and maintain the account balances.|creates|VBZ|O|NTSS|maintain|account balances
The NTSS creates an account for each customer to record service charges, payments received, and maintain the account balances.|creates|VBZ|O|customer|record|service charges
The NTSS creates an account for each customer to record service charges, payments received, and maintain the account balances.|an|DT|O|NTSS|maintain|account balances
The NTSS creates an account for each customer to record service charges, payments received, and maintain the account balances.|an|DT|O|customer|record|service charges
The NTSS creates an account for each customer to record service charges, payments received, and maintain the account balances.|account|NN|O|NTSS|maintain|account balances
The NTSS creates an account for each customer to record service charges, payments received, and maintain the account balances.|account|NN|O|customer|record|service charges
The NTSS creates an account for each customer to record service charges, payments received, and maintain the account balances.|for|IN|O|NTSS|maintain|account balances
The NTSS creates an account for each customer to record service charges, payments received, and maintain the account balances.|for|IN|O|customer|record|service charges
The NTSS creates an account for each customer to record service charges, payments received, and maintain the account balances.|each|DT|O|NTSS|maintain|account balances
The NTSS creates an account for each customer to record service charges, payments received, and maintain the account balances.|each|DT|O|customer|record|service charges
The NTSS creates an account for each customer to record service charges, payments received, and maintain the account balances.|customer|NN|O|NTSS|maintain|account balances
The NTSS creates an account for each customer to record service charges, payments received, and maintain the account balances.|customer|NN|O|customer|record|service charges
The NTSS creates an account for each customer to record service charges, payments received, and maintain the account balances.|to|TO|O|NTSS|maintain|account balances
The NTSS creates an account for each customer to record service charges, payments received, and maintain the account balances.|to|TO|O|customer|record|service charges
The NTSS creates an account for each customer to record service charges, payments received, and maintain the account balances.|record|VB|O|NTSS|maintain|account balances
The NTSS creates an account for each customer to record service charges, payments received, and maintain the account balances.|record|VB|O|customer|record|service charges
The NTSS creates an account for each customer to record service charges, payments received, and maintain the account balances.|service|NN|O|NTSS|maintain|account balances
The NTSS creates an account for each customer to record service charges, payments received, and maintain the account balances.|service|NN|O|customer|record|service charges
The NTSS creates an account for each customer to record service charges, payments received, and maintain the account balances.|charges|NNS|O|NTSS|maintain|account balances
The NTSS creates an account for each customer to record service charges, payments received, and maintain the account balances.|charges|NNS|O|customer|record|service charges
The NTSS creates an account for each customer to record service charges, payments received, and maintain the account balances.|,|,|O|NTSS|maintain|account balances
The NTSS creates an account for each customer to record service charges, payments received, and maintain the account balances.|,|,|O|customer|record|service charges
